epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
81,2523.59,0.0622,0.89857,1,0.44834,0.00026,0.00026,0.00026
82,2554.21,0.05056,0.89429,1,0.43992,0.000247625,0.000247625,0.000247625
83,2585.86,0.0628,0.90286,1,0.44064,0.00023525,0.00023525,0.00023525
84,2617.96,0.06184,0.90286,1,0.4706,0.000222875,0.000222875,0.000222875
85,2649.73,0.04976,0.90143,1,0.48063,0.0002105,0.0002105,0.0002105
86,2681.85,0.06,0.9,1,0.4813,0.000198125,0.000198125,0.000198125
87,2713.17,0.05536,0.89857,1,0.50447,0.00018575,0.00018575,0.00018575
88,2743.63,0.05676,0.89857,1,0.50562,0.000173375,0.000173375,0.000173375
89,2775.07,0.05186,0.89857,1,0.48931,0.000161,0.000161,0.000161
90,2805.86,0.04975,0.90143,1,0.49154,0.000148625,0.000148625,0.000148625
91,2836.53,0.05751,0.9,1,0.48915,0.00013625,0.00013625,0.00013625
92,2867.33,0.04725,0.90143,1,0.48295,0.000123875,0.000123875,0.000123875
93,2898.65,0.04723,0.89857,1,0.48627,0.0001115,0.0001115,0.0001115
94,2929.6,0.05851,0.90286,1,0.48635,9.9125e-05,9.9125e-05,9.9125e-05
95,2960.82,0.05038,0.90143,1,0.48624,8.675e-05,8.675e-05,8.675e-05
96,2991.19,0.04343,0.90429,1,0.49851,7.4375e-05,7.4375e-05,7.4375e-05
97,3022.86,0.05153,0.90714,1,0.49976,6.2e-05,6.2e-05,6.2e-05
98,3053.33,0.04509,0.90571,1,0.48947,4.9625e-05,4.9625e-05,4.9625e-05
99,3083.85,0.04745,0.89857,1,0.48686,3.725e-05,3.725e-05,3.725e-05
100,3114.26,0.04606,0.9,1,0.47856,2.4875e-05,2.4875e-05,2.4875e-05
